1	0	1.0
1	1000	1.0
1	2000	1.0
1	3000	1.0
1	4000	1.0
1	5000	1.0
1	6000	1.0
1	7000	1.0
1	8000	1.0
1	9000	1.0
1	10000	1.0
1	11000	1.0
1	12000	1.0
1	13000	1.0
1	14000	1.0
1	15000	1.0
1	16000	1.0
1	17000	1.0
1	18000	1.0
1	19000	1.0
1	20000	1.0
1	21000	1.0
1	22000	1.0
1	23000	1.0
1	24000	1.0
1	25000	1.0
1	26000	1.0
1	27000	1.0
1	28000	1.0
1	29000	1.0
1	30000	1.0
1	31000	1.0
1	32000	1.0
1	33000	1.0
1	34000	1.0
1	35000	1.0
1	36000	1.0
1	37000	1.0
1	38000	1.0
1	39000	1.0
1	40000	1.0
1	41000	1.0
1	42000	1.0
1	43000	1.0
1	44000	1.0
1	45000	1.0
1	46000	1.0
1	47000	1.0
1	48000	1.0
1	49000	1.0
1	50000	1.0
1	51000	1.0
1	52000	1.0
1	53000	1.0
1	54000	1.0
1	55000	1.0
1	56000	1.0
1	57000	1.0
1	58000	1.0
1	59000	1.0
1	60000	1.0
1	61000	1.0
1	62000	1.0
1	63000	1.0
1	64000	1.0
1	65000	1.0
1	66000	1.0
1	67000	1.0
1	68000	1.0
1	69000	1.0
1	70000	1.0
1	71000	1.0
1	72000	1.0
1	73000	1.0
1	74000	1.0
1	75000	1.0
1	76000	1.0
1	77000	1.0
1	78000	1.0
1	79000	1.0
1	80000	1.0
1	81000	1.0
1	82000	1.0
1	83000	1.0
1	84000	1.0
1	85000	1.0
1	86000	1.0
1	87000	1.0
1	88000	1.0
1	89000	1.0
1	90000	1.0
1	91000	1.0
1	92000	1.0
1	93000	1.0
1	94000	1.0
1	95000	1.0
1	96000	1.0
1	97000	1.0
1	98000	1.0
1	99000	1.0
1	100000	1.0
1	101000	1.0
1	102000	1.0
1	103000	1.0
1	104000	1.0
1	105000	1.0
1	106000	1.0
1	107000	1.0
1	108000	1.0
1	109000	1.0
1	110000	1.0
1	111000	1.0
1	112000	1.0
1	113000	1.0
1	114000	1.0
1	115000	1.0
1	116000	1.0
1	117000	1.0
1	118000	1.0
1	119000	1.0
1	120000	1.0
1	121000	1.0
1	122000	1.0
1	123000	1.0
1	124000	1.0
1	125000	1.0
1	126000	1.0
1	127000	1.0
1	128000	1.0
1	129000	1.0
1	130000	1.0
1	131000	1.0
1	132000	1.0
1	133000	1.0
1	134000	1.0
1	135000	1.0
1	136000	1.0
1	137000	1.0
1	138000	1.0
1	139000	1.0
1	140000	1.0
1	141000	1.0
1	142000	1.0
1	143000	1.0
1	144000	1.0
1	145000	1.0
1	146000	1.0
1	147000	1.0
1	148000	1.0
1	149000	1.0
1	150000	1.0
1	151000	1.0
1	152000	1.0
1	153000	1.0
1	154000	1.0
1	155000	1.0
1	156000	1.0
1	157000	1.0
1	158000	1.0
1	159000	1.0
1	160000	1.0
1	161000	1.0
1	162000	1.0
1	163000	1.0
1	164000	1.0
1	165000	1.0
1	166000	1.0
1	167000	1.0
1	168000	1.0
1	169000	1.0
1	170000	1.0
1	171000	1.0
1	172000	1.0
1	173000	1.0
1	174000	1.0
1	175000	1.0
1	176000	1.0
1	177000	1.0
1	178000	1.0
1	179000	1.0
1	180000	1.0
1	181000	1.0
1	182000	1.0
1	183000	1.0
1	184000	1.0
1	185000	1.0
1	186000	1.0
1	187000	1.0
1	188000	1.0
1	189000	1.0
1	190000	1.0
1	191000	1.0
1	192000	1.0
1	193000	1.0
1	194000	1.0
1	195000	1.0
1	196000	1.0
1	197000	1.0
1	198000	1.0
1	199000	1.0
1	200000	1.0
1	201000	1.0
1	202000	1.0
1	203000	1.0
1	204000	1.0
1	205000	1.0
1	206000	1.0
1	207000	1.0
1	208000	1.0
1	209000	1.0
1	210000	1.0
1	211000	1.0
1	212000	1.0
1	213000	1.0
1	214000	1.0
1	215000	1.0
1	216000	1.0
1	217000	1.0
1	218000	1.0
1	219000	1.0
1	220000	1.0
1	221000	1.0
1	222000	1.0
1	223000	1.0
1	224000	1.0
1	225000	1.0
1	226000	1.0
1	227000	1.0
1	228000	1.0
1	229000	1.0
1	230000	1.0
1	231000	1.0
1	232000	1.0
1	233000	1.0
1	234000	1.0
1	235000	1.0
1	236000	1.0
1	237000	1.0
1	238000	1.0
1	239000	1.0
1	240000	1.0
1	241000	1.0
1	242000	1.0
1	243000	1.0
1	244000	1.0
1	245000	1.0
1	246000	1.0
1	247000	1.0
1	248000	1.0
1	249000	1.0
1	250000	1.0
1	251000	1.0
1	252000	1.0
1	253000	1.0
1	254000	1.0
1	255000	1.0
1	256000	1.0
1	257000	1.0
1	258000	1.0
1	259000	1.0
1	260000	1.0
1	261000	1.0
1	262000	1.0
1	263000	1.0
1	264000	1.0
1	265000	1.0
1	266000	1.0
1	267000	1.0
1	268000	1.0
1	269000	1.0
1	270000	1.0
1	271000	1.0
1	272000	1.0
1	273000	1.0
1	274000	1.0
1	275000	1.0
1	276000	1.0
1	277000	1.0
1	278000	1.0
1	279000	1.0
1	280000	1.0
1	281000	1.0
1	282000	1.0
1	283000	1.0
1	284000	1.0
1	285000	1.0
1	286000	1.0
1	287000	1.0
1	288000	1.0
1	289000	1.0
1	290000	1.0
1	291000	1.0
1	292000	1.0
1	293000	1.0
1	294000	1.0
1	295000	1.0
1	296000	1.0
1	297000	1.0
1	298000	1.0
1	299000	1.0
1	300000	1.0
1	301000	1.0
1	302000	1.0
1	303000	1.0
1	304000	1.0
1	305000	1.0
1	306000	1.0
1	307000	1.0
1	308000	1.0
1	309000	1.0
1	310000	1.0
1	311000	1.0
1	312000	1.0
1	313000	1.0
1	314000	1.0
1	315000	1.0
1	316000	1.0
1	317000	1.0
1	318000	1.0
1	319000	1.0
1	320000	1.0
1	321000	1.0
1	322000	1.0
1	323000	1.0
1	324000	1.0
1	325000	1.0
1	326000	1.0
1	327000	1.0
1	328000	1.0
1	329000	1.0
1	330000	1.0
1	331000	1.0
1	332000	1.0
1	333000	1.0
1	334000	1.0
1	335000	1.0
1	336000	1.0
1	337000	1.0
1	338000	1.0
1	339000	1.0
1	340000	1.0
1	341000	1.0
1	342000	1.0
1	343000	1.0
1	344000	1.0
1	345000	1.0
1	346000	1.0
1	347000	1.0
1	348000	1.0
1	349000	1.0
1	350000	1.0
1	351000	1.0
1	352000	1.0
1	353000	1.0
1	354000	1.0
1	355000	1.0
1	356000	1.0
1	357000	1.0
1	358000	1.0
1	359000	1.0
1	360000	1.0
1	361000	1.0
1	362000	1.0
1	363000	1.0
1	364000	1.0
1	365000	1.0
1	366000	1.0
1	367000	1.0
1	368000	1.0
1	369000	1.0
1	370000	1.0
1	371000	1.0
1	372000	1.0
1	373000	1.0
1	374000	1.0
1	375000	1.0
1	376000	1.0
1	377000	1.0
1	378000	1.0
1	379000	1.0
1	380000	1.0
1	381000	1.0
1	382000	1.0
1	383000	1.0
1	384000	1.0
1	385000	1.0
1	386000	1.0
1	387000	1.0
1	388000	1.0
1	389000	1.0
1	390000	1.0
1	391000	1.0
1	392000	1.0
1	393000	1.0
1	394000	1.0
1	395000	1.0
1	396000	1.0
1	397000	1.0
1	398000	1.0
1	399000	1.0
1	400000	1.0
1	401000	1.0
1	402000	1.0
1	403000	1.0
1	404000	1.0
1	405000	1.0
1	406000	1.0
1	407000	1.0
1	408000	1.0
1	409000	1.0
1	410000	1.0
1	411000	1.0
1	412000	1.0
1	413000	1.0
1	414000	1.0
1	415000	1.0
1	416000	1.0
1	417000	1.0
